ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,ovBalls/6,id,inningId,ovBalls/7,ovBalls/8,ovBalls/9,ovBalls/10,ovBalls/11,ovBalls/12,ovBalls/13,bowlerId
4,1,1Wd,.,1Wd,.,1,1,3423,80,.,,,,,,,
5,2,2,4,4,4,.,,3424,80,,,,,,,,
6,.,.,1Wd,.,.,.,.,3425,80,,,,,,,,
7,.,2,1,4,4,.,,3426,80,,,,,,,,
8,1,.,3,.,4,1,,3427,80,,,,,,,,
9,1,.,.,1,W,1,,3428,80,,,,,,,,
10,.,4,2,2,.,6,,3429,80,,,,,,,,
11,1Wd,.,1Nb,.,.,1,.,3430,80,1Wd,.,,,,,,
12,.,.,.,4,.,1,,3431,80,,,,,,,,
13,.,6,,,,,,3432,80,,,,,,,,
1,.,.,.,.,.,1,,3433,81,,,,,,,,
2,1Wd,.,.,.,1Nb,.,W,3434,81,.,,,,,,,
3,.,.,.,.,.,W,,3435,81,,,,,,,,
4,.,.,.,1,.,.,,3436,81,,,,,,,,
5,.,.,1,.,.,.,,3437,81,,,,,,,,
6,.,.,.,.,.,1,,3438,81,,,,,,,,
7,.,.,.,.,.,.,,3439,81,,,,,,,,
8,.,1,.,.,.,.,,3440,81,,,,,,,,
9,.,.,.,.,.,.,,3441,81,,,,,,,,
10,.,.,1,4,.,.,,3442,81,,,,,,,,
11,.,.,.,.,.,.,,3443,81,,,,,,,,
12,.,.,.,1Lb,.,.,,3444,81,,,,,,,,
13,.,.,.,.,1,6,,3445,81,,,,,,,,
14,.,1,1,.,1,1Wd,2,3446,81,,,,,,,,
15,6,1,.,.,1,.,,3447,81,,,,,,,,
16,1,2,.,1,.,1,,3448,81,,,,,,,,
17,1,1,4,1,1,.,,3449,81,,,,,,,,
18,2,1,.,.,.,.,,3450,81,,,,,,,,
19,.,.,.,.,.,1,,3451,81,,,,,,,,
20,.,.,1,.,W,.,,3452,81,,,,,,,,
21,.,.,.,.,.,.,,3453,81,,,,,,,,
22,1,.,2,.,2,.,,3454,81,,,,,,,,
23,.,.,.,.,1,.,,3455,81,,,,,,,,
24,4,1,.,1,1,1,,3456,81,,,,,,,,
25,.,.,.,.,1,1,,3457,81,,,,,,,,
26,.,.,1,1,1,.,,3458,81,,,,,,,,
27,2,1,1,.,1,.,,3459,81,,,,,,,,
28,.,1,.,4,.,1Wd,.,3460,81,,,,,,,,
29,.,1,1,.,.,1,,3461,81,,,,,,,,
30,.,2,1,1,.,.,,3462,81,,,,,,,,
31,2,1,.,1,1,1,,3463,81,,,,,,,,
32,1Wd,1,.,.,1,1,.,3464,81,,,,,,,,
33,.,.,1,.,.,.,,3465,81,,,,,,,,
34,2,1,1,1,1,.,,3466,81,,,,,,,,
35,1,1,1,1,1,3Wd,2Lb,3467,81,,,,,,,,
36,1,1,.,3,.,1,,3468,81,,,,,,,,
37,.,1,.,4,1,W,,3469,81,,,,,,,,
38,.,1,.,.,4,1,,3470,81,,,,,,,,
39,1,.,1,.,.,1,,3471,81,,,,,,,,
40,.,.,.,.,.,1,,3472,81,,,,,,,,
41,2,1,1,1,W,1,,3473,81,,,,,,,,
42,1,.,.,.,2,.,,3474,81,,,,,,,,
43,2,W,.,.,.,.,,3475,81,,,,,,,,
44,.,.,3,.,.,.,,3476,81,,,,,,,,
45,1,1,2,1,1,.,,3477,81,,,,,,,,
46,.,.,2,2,1,1,,3478,81,,,,,,,,
47,.,1,1,2,1,6,,3479,81,,,,,,,,
48,1,1,.,.,4,W,,3480,81,,,,,,,,
49,2,1,1,.,1,1,,3481,81,,,,,,,,
50,.,2,.,.,4,.,,3482,81,,,,,,,,
1,.,.,1Wd,.,.,.,.,3483,82,,,,,,,,
2,1,.,.,4,.,.,,3484,82,,,,,,,,
3,.,.,1,.,.,.,,3485,82,,,,,,,,
4,1,.,.,.,.,.,,3486,82,,,,,,,,
5,1,.,2,.,1,.,,3487,82,,,,,,,,
6,.,.,4,.,.,4,,3488,82,,,,,,,,
7,3,1,.,.,1Wd,.,.,3489,82,,,,,,,,
8,.,W,2,.,.,2,,3490,82,,,,,,,,
9,1,.,.,.,4,.,,3491,82,,,,,,,,
10,.,.,4,1,.,.,,3492,82,,,,,,,,
11,.,1,1,.,.,.,,3493,82,,,,,,,,
12,.,.,1,.,.,.,,3494,82,,,,,,,,
13,.,W,.,.,.,2,,3495,82,,,,,,,,
14,.,2,.,.,.,.,,3496,82,,,,,,,,
15,.,2,.,.,.,.,,3497,82,,,,,,,,
16,.,.,2,.,4,.,,3498,82,,,,,,,,
17,.,3,.,1,.,1,,3499,82,,,,,,,,
18,1,.,.,.,.,.,,3500,82,,,,,,,,
19,.,.,4,1Lb,.,.,,3501,82,,,,,,,,
20,.,.,.,1,.,.,,3502,82,,,,,,,,
21,.,2Nb,.,1Wd,1,1,.,3503,82,1,,,,,,,
22,1Wd,.,4,.,.,1,.,3504,82,,,,,,,,
23,.,.,.,4,.,.,,3505,82,,,,,,,,
24,1,.,1,1,.,.,,3506,82,,,,,,,,
25,.,.,2,1,.,.,,3507,82,,,,,,,,
26,.,4,1,1,.,1Wd,.,3508,82,,,,,,,,
27,.,.,1,1,.,.,,3509,82,,,,,,,,
28,1,1,.,.,1,.,,3510,82,,,,,,,,
29,.,1,1,1,4,1,,3511,82,,,,,,,,
30,4,1,.,4,1Wd,1,1,3512,82,,,,,,,,
31,W,.,.,.,1,.,,3513,82,,,,,,,,
32,1,.,.,1,.,1Wd,.,3514,82,,,,,,,,
33,1,1,1,.,.,.,,3515,82,,,,,,,,
34,.,1,.,.,1,.,,3516,82,,,,,,,,
35,1,.,1,.,.,.,,3517,82,,,,,,,,
36,1Lb,4,1,1,2,.,,3518,82,,,,,,,,
37,1,.,.,1,1,.,,3519,82,,,,,,,,
38,.,.,.,.,.,2,,3520,82,,,,,,,,
39,.,1,1,1,1,1,,3521,82,,,,,,,,
40,1,1,.,1,.,.,,3522,82,,,,,,,,
41,.,1,.,1,.,4,,3523,82,,,,,,,,
42,1,6,.,.,.,1,,3524,82,,,,,,,,
43,1,.,4,1Wd,1,.,1,3525,82,,,,,,,,
44,1,.,.,W,2,2,,3526,82,,,,,,,,
45,.,.,.,.,2,.,,3527,82,,,,,,,,
46,.,1,.,.,.,1Lb,,3528,82,,,,,,,,
47,2,.,.,.,1,.,,3529,82,,,,,,,,
48,4,1,.,.,.,.,,3530,82,,,,,,,,
49,W,4,,,,,,3531,82,,,,,,,,
1,.,.,.,.,.,.,,3532,83,,,,,,,,
2,1,2Lb,3,1,1,.,,3533,83,,,,,,,,
3,1,.,.,.,.,.,,3534,83,,,,,,,,
4,1Wd,1,1,.,4,.,1Nb,3535,83,3,,,,,,,
5,.,1,.,.,2,.,,3536,83,,,,,,,,
6,.,.,.,.,.,.,,3537,83,,,,,,,,
7,.,.,.,1Nb,.,.,.,3538,83,,,,,,,,
8,.,2,.,.,2,1,,3539,83,,,,,,,,
9,1Nb,.,.,.,1,.,.,3540,83,,,,,,,,
10,.,.,.,1,.,.,,3541,83,,,,,,,,
11,1,.,1Lb,1,1,4,,3542,83,,,,,,,,
12,.,1,.,.,.,3,,3543,83,,,,,,,,
13,.,1,3,.,1,.,,3544,83,,,,,,,,
14,.,.,.,4Nb,.,.,.,3545,83,,,,,,,,
15,.,.,.,1,1,.,,3546,83,,,,,,,,
16,.,.,.,.,4,.,,3547,83,,,,,,,,
17,2,.,.,.,4,.,,3548,83,,,,,,,,
18,.,2,.,1,.,1,,3549,83,,,,,,,,
19,1Wd,.,.,.,1Wd,.,.,3550,83,.,,,,,,,
20,1,.,1,.,1,1Lb,,3551,83,,,,,,,,
21,.,1,.,.,.,1,,3552,83,,,,,,,,
22,2,.,1,.,1,.,,3553,83,,,,,,,,
23,1,1,.,1Lb,.,.,,3554,83,,,,,,,,
24,1,2,.,.,.,1,,3555,83,,,,,,,,
25,1,1,.,.,1,.,,3556,83,,,,,,,,
26,.,1,W,.,4,.,,3557,83,,,,,,,,
27,1,.,.,.,.,.,,3558,83,,,,,,,,
28,2,.,.,1Lb,1W,.,,3559,83,,,,,,,,
29,.,1,1,1Wd,1,1,1,3560,83,,,,,,,,
30,.,2,1,1,2,.,,3561,83,,,,,,,,
31,2,1,.,.,1,1,,3562,83,,,,,,,,
32,1,1,1,.,2,1,,3563,83,,,,,,,,
33,1,.,.,1,1,.,,3564,83,,,,,,,,
34,1,W,.,.,.,.,,3565,83,,,,,,,,
35,1,1,1,.,.,1Wd,1,3566,83,,,,,,,,
36,1,1,1,.,.,1,,3567,83,,,,,,,,
37,.,1,1,.,1,.,,3568,83,,,,,,,,
38,.,1,1,1,1,1,,3569,83,,,,,,,,
39,2Lb,1,4,1,1,6,,3570,83,,,,,,,,
40,1,.,2,1,1,1,,3571,83,,,,,,,,
41,1,2,1,1,1,4,,3572,83,,,,,,,,
42,.,.,W,1,1,1,,3573,83,,,,,,,,
43,.,1Wd,.,.,.,1,1,3574,83,,,,,,,,
44,.,.,2,.,.,2Nb,.,3575,83,,,,,,,,
45,1,2Lb,.,1,1,2,,3576,83,,,,,,,,
46,4,1,2,2,6,1,,3577,83,,,,,,,,
47,.,1,.,2,1Lb,1,,3578,83,,,,,,,,
48,1W,1,1,1,4,1,,3579,83,,,,,,,,
49,1,1,6,1,1W,1,,3580,83,,,,,,,,
50,1,2,W,1,4,1B,,3581,83,,,,,,,,
1,.,.,5Wd,.,1,.,.,3582,84,,,,,,,,
2,.,.,1Wd,.,.,.,.,3583,84,,,,,,,,
3,.,4,.,.,.,.,,3584,84,,,,,,,,
4,.,.,1,1,.,.,,3585,84,,,,,,,,
5,1Wd,.,.,.,.,1Wd,1Wd,3586,84,2,.,,,,,,
6,.,.,.,.,.,.,,3587,84,,,,,,,,
7,.,.,W,.,1,.,,3588,84,,,,,,,,
8,.,.,1Lb,.,2,1,,3589,84,,,,,,,,
9,.,3,4,6,1Wd,1Wd,1,3590,84,1Wd,1,,,,,,
10,.,.,.,4,.,.,,3591,84,,,,,,,,
11,W,.,.,1,.,.,,3592,84,,,,,,,,
12,.,.,.,1,.,.,,3593,84,,,,,,,,
13,1,.,.,W,.,.,,3594,84,,,,,,,,
14,.,.,1,.,4,.,,3595,84,,,,,,,,
15,.,4,.,4,.,.,,3596,84,,,,,,,,
16,1,.,.,4,1,.,,3597,84,,,,,,,,
17,6,4,.,.,.,.,,3598,84,,,,,,,,
18,4,1,.,.,3,.,,3599,84,,,,,,,,
19,.,1,.,2,.,.,,3600,84,,,,,,,,
20,.,1,.,.,4,W,,3601,84,,,,,,,,
21,.,.,4,.,1,.,,3602,84,,,,,,,,
22,1Wd,1Wd,.,1,1,.,.,3603,84,W,,,,,,,
23,.,1,.,.,.,.,,3604,84,,,,,,,,
24,.,1,.,.,.,.,,3605,84,,,,,,,,
25,.,.,.,.,.,1,,3606,84,,,,,,,,
26,1,1,1,.,.,.,,3607,84,,,,,,,,
27,1,.,1,.,.,.,,3608,84,,,,,,,,
28,1,.,.,1,1,1,,3609,84,,,,,,,,
29,1,1,1,1,1,.,,3610,84,,,,,,,,
30,.,1,.,2,.,.,,3611,84,,,,,,,,
31,1,4,4,W,.,2Lb,,3612,84,,,,,,,,
32,1,W,.,1,1,.,,3613,84,,,,,,,,
33,.,.,1,.,1,.,,3614,84,,,,,,,,
34,.,.,.,W,1,.,,3615,84,,,,,,,,
35,.,.,.,.,1,.,,3616,84,,,,,,,,
36,1,.,1,1,1,.,,3617,84,,,,,,,,
37,1Lb,1,1,1,.,1,,3618,84,,,,,,,,
38,4,.,.,1,1Wd,1,1Wd,3619,84,.,,,,,,,
39,1,.,.,1,.,1,,3620,84,,,,,,,,
40,1,.,1,1,1Wd,.,1Wd,3621,84,4,,,,,,,
41,.,.,.,W,.,.,,3622,84,,,,,,,,
42,.,W,,,,,,3623,84,,,,,,,,
1,.,.,1,.,.,4,,3624,85,,,,,,,,
2,.,1Nb,5Wd,1,1,.,1,3625,85,.,,,,,,,
3,.,.,1,1Lb,.,.,,3626,85,,,,,,,,
4,4,.,1Wd,2,1,.,1,3627,85,,,,,,,,
5,1Lb,.,W,.,.,.,,3628,85,,,,,,,,
6,.,1,W,.,.,.,,3629,85,,,,,,,,
7,.,.,.,W,1Wd,.,1Lb,3630,85,,,,,,,,
8,.,.,.,.,.,.,,3631,85,,,,,,,,
9,.,.,.,.,.,.,,3632,85,,,,,,,,
10,.,.,.,4,.,.,,3633,85,,,,,,,,
11,.,1,.,.,.,.,,3634,85,,,,,,,,
12,.,.,4,.,4,.,,3635,85,,,,,,,,
13,.,4,.,4,1Wd,.,.,3636,85,,,,,,,,
14,1,.,.,1,.,.,,3637,85,,,,,,,,
15,.,1,.,1Wd,2,1,1,3638,85,,,,,,,,
16,1,1,.,.,.,.,,3639,85,,,,,,,,
17,1,1,.,1,2,.,,3640,85,,,,,,,,
18,1,.,.,.,.,.,,3641,85,,,,,,,,
19,.,1,2,.,.,.,,3642,85,,,,,,,,
20,.,.,1,.,.,1,,3643,85,,,,,,,,
21,4,1,.,1Nb,.,1,.,3644,85,,,,,,,,
22,.,.,.,.,.,2,,3645,85,,,,,,,,
23,2,2,.,.,.,.,,3646,85,,,,,,,,
24,.,2,1,1,1,.,,3647,85,,,,,,,,
25,.,1,.,.,.,.,,3648,85,,,,,,,,
26,1,.,.,4,.,1,,3649,85,,,,,,,,
27,.,1,1,2,1,.,,3650,85,,,,,,,,
28,.,.,1,2,.,4,,3651,85,,,,,,,,
29,.,4,.,.,.,.,,3652,85,,,,,,,,
30,.,.,1,1,4,.,,3653,85,,,,,,,,
31,1,.,4,1Wd,.,6,2,3654,85,,,,,,,,
32,.,.,.,.,1,.,,3655,85,,,,,,,,
33,1,1,1,1Lb,1,2,,3656,85,,,,,,,,
34,1,.,1,1,3,1,,3657,85,,,,,,,,
35,.,3,1,1,1,2,,3658,85,,,,,,,,
36,1,1,1,.,1,3,,3659,85,,,,,,,,
37,1,.,1,2,.,.,,3660,85,,,,,,,,
38,.,W,1,.,.,1,,3661,85,,,,,,,,
39,1,.,1,1,1,.,,3662,85,,,,,,,,
40,.,.,1,W,.,.,,3663,85,,,,,,,,
41,.,2,.,1,1,W,,3664,85,,,,,,,,
42,.,1,.,.,.,1,,3665,85,,,,,,,,
43,.,1,1Wd,1,W,.,1,3666,85,,,,,,,,
44,.,.,W,.,.,.,,3667,85,,,,,,,,
45,.,1,.,2,.,.,,3668,85,,,,,,,,
46,.,1,.,1,.,.,,3669,85,,,,,,,,
47,.,.,6,.,1,1,,3670,85,,,,,,,,
48,1,.,6,1Lb,.,1,,3671,85,,,,,,,,
49,4,1Nb,4,1,1,1,W,3672,85,,,,,,,,
50,4,.,4,W,,,,3673,85,,,,,,,,
1,.,.,.,1Wd,4Nb,4,1Wd,3674,86,.,1Wd,.,,,,,
2,.,.,.,.,.,4,,3675,86,,,,,,,,
3,.,.,.,.,.,.,,3676,86,,,,,,,,
4,.,.,.,.,1,.,,3677,86,,,,,,,,
5,.,.,.,1Nb,.,1,.,3678,86,,,,,,,,
6,.,.,1,2,6,.,,3679,86,,,,,,,,
7,1Nb,.,4,.,.,2,.,3680,86,,,,,,,,
8,3,.,1,.,2,.,,3681,86,,,,,,,,
9,.,.,4,.,4,.,,3682,86,,,,,,,,
10,.,4,4,1,2,.,,3683,86,,,,,,,,
11,.,.,4,4,1,1,,3684,86,,,,,,,,
12,.,1,6,.,W,.,,3685,86,,,,,,,,
13,1,.,1,.,.,.,,3686,86,,,,,,,,
14,.,1,W,1,.,1,,3687,86,,,,,,,,
15,2,.,.,.,2Nb,.,.,3688,86,,,,,,,,
16,1,.,1,.,1,1,,3689,86,,,,,,,,
17,.,.,.,.,4,.,,3690,86,,,,,,,,
18,4,.,.,.,.,.,,3691,86,,,,,,,,
19,.,.,.,4,4,.,,3692,86,,,,,,,,
20,.,4,.,2,3,.,,3693,86,,,,,,,,
21,1,1,1,.,.,1,,3694,86,,,,,,,,
22,1,1,4,.,.,.,,3695,86,,,,,,,,
23,.,.,.,1,.,1,,3696,86,,,,,,,,
24,W,.,.,1,1,1,,3697,86,,,,,,,,
25,2,.,.,.,.,1,,3698,86,,,,,,,,
26,1,4,.,1,.,1,,3699,86,,,,,,,,
27,.,.,.,2,.,.,,3700,86,,,,,,,,
28,1,1,.,.,1,1Wd,.,3701,86,,,,,,,,
29,1,6,.,1,.,1,,3702,86,,,,,,,,
30,.,2,1,1,2,.,,3703,86,,,,,,,,
31,6,1,1,.,4,.,,3704,86,,,,,,,,
32,1,.,.,.,.,1,,3705,86,,,,,,,,
33,.,4,4,.,.,.,,3706,86,,,,,,,,
34,1,.,2,1,.,1,,3707,86,,,,,,,,
35,.,.,.,1,1,1,,3708,86,,,,,,,,
36,.,1,.,1,.,.,,3709,86,,,,,,,,
37,1,1,1,.,1,2Nb,1,3710,86,,,,,,,,
38,1,.,.,.,.,.,,3711,86,,,,,,,,
39,2,4,1,4,2,1,,3712,86,,,,,,,,
40,.,.,2,1,.,.,,3713,86,,,,,,,,
41,.,.,1,.,1,1,,3714,86,,,,,,,,
42,1,1,.,4,.,.,,3715,86,,,,,,,,
43,.,.,.,6,,,,3716,86,,,,,,,,
1,.,.,.,.,.,.,,3717,87,,,,,,,,
2,.,.,.,.,.,.,,3718,87,,,,,,,,
3,.,1,.,.,.,.,,3719,87,,,,,,,,
4,4,.,.,.,.,.,,3720,87,,,,,,,,
5,.,.,.,.,.,.,,3721,87,,,,,,,,
6,2,.,.,.,.,.,,3722,87,,,,,,,,
7,.,.,.,2,.,.,,3723,87,,,,,,,,
8,.,.,W,2,4,.,,3724,87,,,,,,,,
9,2,.,1,1Nb,.,.,.,3725,87,,,,,,,,
10,1,4,.,4,.,.,,3726,87,,,,,,,,
11,.,.,.,.,.,1,,3727,87,,,,,,,,
12,.,6,1Lb,.,1,.,,3728,87,,,,,,,,
13,.,W,.,.,.,.,,3729,87,,,,,,,,
14,1,.,1,.,.,.,,3730,87,,,,,,,,
15,1,2,4,1,.,.,,3731,87,,,,,,,,
16,4,1,.,.,.,1,,3732,87,,,,,,,,
17,.,W,.,.,1,2,,3733,87,,,,,,,,
18,.,.,.,.,.,.,,3734,87,,,,,,,,
19,.,.,.,.,.,2Nb,4,3735,87,,,,,,,,
20,.,.,1,.,1,.,,3736,87,,,,,,,,
21,.,.,.,1Wd,.,4,1,3737,87,,,,,,,,
22,.,.,.,.,.,.,,3738,87,,,,,,,,
23,1,1,1,.,1,2,,3739,87,,,,,,,,
24,.,1,4B,2,1Wd,.,1,3740,87,,,,,,,,
25,.,2,.,.,1,1,,3741,87,,,,,,,,
26,1,1,1,1,.,1,,3742,87,,,,,,,,
27,.,.,.,.,1,.,,3743,87,,,,,,,,
28,.,1,.,1,.,4,,3744,87,,,,,,,,
29,.,.,.,.,.,1,,3745,87,,,,,,,,
30,1,.,.,.,.,1,,3746,87,,,,,,,,
31,1,.,.,.,1,.,,3747,87,,,,,,,,
32,.,1,1,.,1,1,,3748,87,,,,,,,,
33,.,.,1,W,.,1,,3749,87,,,,,,,,
34,.,1,1,1,W,.,,3750,87,,,,,,,,
35,1Wd,1,1,.,.,1,.,3751,87,,,,,,,,
36,W,1,.,.,1,W,,3752,87,,,,,,,,
37,.,.,.,.,.,.,,3753,87,,,,,,,,
38,W,.,.,.,1,.,,3754,87,,,,,,,,
39,.,.,1Nb,.,.,.,1Wd,3755,87,.,,,,,,,
40,4,.,.,4,2,.,,3756,87,,,,,,,,
41,1,1,.,.,.,.,,3757,87,,,,,,,,
42,4,1,.,.,.,.,,3758,87,,,,,,,,
43,1,.,.,.,.,.,,3759,87,,,,,,,,
44,.,.,.,1,.,.,,3760,87,,,,,,,,
45,.,1Lb,W,.,.,.,,3761,87,,,,,,,,
46,.,.,.,.,1,.,,3762,87,,,,,,,,
47,1Wd,.,.,.,2Lb,4,1,3763,87,,,,,,,,
48,.,.,.,1,.,W,,3764,87,,,,,,,,
1,1,.,.,.,2,.,,3765,88,,,,,,,,
2,3,2,1,4,.,4,,3766,88,,,,,,,,
3,.,2,.,2,1,1Wd,.,3767,88,,,,,,,,
4,3,.,4,4,1,2,,3768,88,,,,,,,,
5,.,.,2,1Wd,.,4,.,3769,88,,,,,,,,
6,4,1,.,4B,1,.,,3770,88,,,,,,,,
7,1,3,4,1,1,.,,3771,88,,,,,,,,
8,4,1Wd,1,.,.,.,1Nb,3772,88,.,,,,,,,
9,.,4,1,4,.,.,,3773,88,,,,,,,,
10,1,4,.,.,W,.,,3774,88,,,,,,,,
11,.,2,4,4,1,4,,3775,88,,,,,,,,
12,1,.,4,.,.,.,,3776,88,,,,,,,,
13,1,.,.,.,1,1,,3777,88,,,,,,,,
14,1,.,1,.,4,1,,3778,88,,,,,,,,
15,.,.,1,.,.,.,,3779,88,,,,,,,,
16,.,4,.,1,.,.,,3780,88,,,,,,,,
17,4,4,4,.,1,1,,3781,88,,,,,,,,
18,1,1Nb,4,1,.,1,1,3782,88,,,,,,,,
19,1,.,1,.,4,.,,3783,88,,,,,,,,
20,3,4,,,,,,3784,88,,,,,,,,
1,.,.,.,.,.,.,,3785,89,,,,,,,,
2,.,.,.,.,.,.,,3786,89,,,,,,,,
3,.,.,1,.,3,.,,3787,89,,,,,,,,
4,.,.,.,1,.,.,,3788,89,,,,,,,,
5,1,4,.,.,1Lb,.,,3789,89,,,,,,,,
6,4,.,.,.,.,1,,3790,89,,,,,,,,
7,.,.,2Nb,.,.,1Lb,1,3791,89,,,,,,,,
8,4,4,W,.,W,W,,3792,89,,,,,,,,
9,.,1,1,4,.,.,,3793,89,,,,,,,,
10,.,.,.,.,.,.,,3794,89,,,,,,,,
11,2,.,.,.,.,1,,3795,89,,,,,,,,
12,.,1,.,.,.,.,,3796,89,,,,,,,,
13,.,1,.,.,.,.,,3797,89,,,,,,,,
14,1Lb,1,.,.,.,1,,3798,89,,,,,,,,
15,.,.,.,.,.,.,,3799,89,,,,,,,,
16,.,1Nb,.,1,.,.,.,3800,89,,,,,,,,
17,.,.,.,.,.,.,,3801,89,,,,,,,,
18,.,1,1,.,.,W,,3802,89,,,,,,,,
19,1Wd,1,W,.,W,.,.,3803,89,,,,,,,,
20,.,1,.,W,.,.,,3804,89,,,,,,,,
21,W,.,.,4,.,.,,3805,89,,,,,,,,
22,.,.,.,.,.,.,,3806,89,,,,,,,,
23,.,.,1,W,.,.,,3807,89,,,,,,,,
24,.,.,6,1,2,.,,3808,89,,,,,,,,
25,1Wd,.,4,.,1,.,.,3809,89,,,,,,,,
26,1Lb,.,.,.,.,.,,3810,89,,,,,,,,
27,.,1,.,4,1,.,,3811,89,,,,,,,,
28,.,.,1Lb,W,,,,3812,89,,,,,,,,
1,1Nb,.,.,.,.,.,W,3813,90,,,,,,,,
2,1,4,1Wd,.,.,1Wd,2,3814,90,1,,,,,,,
3,1,.,.,1Wd,6,1Wd,2Nb,3815,90,2,.,,,,,,
4,1,W,1Wd,1,4,.,.,3816,90,,,,,,,,
5,.,4,1Nb,1,4,.,.,3817,90,,,,,,,,
6,.,2,4,2,4,.,,3818,90,,,,,,,,
7,2,1,6,2,.,1,,3819,90,,,,,,,,
8,.,4,.,.,.,.,,3820,90,,,,,,,,
9,.,.,.,4,.,.,,3821,90,,,,,,,,
10,.,4,.,.,.,4,,3822,90,,,,,,,,
1,.,1,1,.,.,.,,3823,91,,,,,,,,
2,.,.,.,2,.,.,,3824,91,,,,,,,,
3,1Wd,1Lb,.,.,2,.,W,3825,91,,,,,,,,
4,.,.,.,.,W,.,,3826,91,,,,,,,,
5,.,.,.,2,4,.,,3827,91,,,,,,,,
6,.,.,.,.,.,1,,3828,91,,,,,,,,
7,.,.,.,.,.,.,,3829,91,,,,,,,,
8,.,1,.,.,.,.,,3830,91,,,,,,,,
9,.,.,.,.,.,.,,3831,91,,,,,,,,
10,1,.,.,.,.,.,,3832,91,,,,,,,,
11,.,.,.,.,1,.,,3833,91,,,,,,,,
12,.,.,.,.,.,.,,3834,91,,,,,,,,
13,1Wd,.,.,.,.,.,.,3835,91,,,,,,,,
14,.,2,.,.,.,4,,3836,91,,,,,,,,
15,1,.,.,.,.,1,,3837,91,,,,,,,,
16,1,.,.,1,4,4,,3838,91,,,,,,,,
17,.,.,1,1,.,.,,3839,91,,,,,,,,
18,.,.,.,2,.,1,,3840,91,,,,,,,,
19,.,.,.,.,.,2,,3841,91,,,,,,,,
20,1,.,1,1,.,.,,3842,91,,,,,,,,
21,1,.,4,.,1,1,,3843,91,,,,,,,,
22,1,.,W,.,1,1,,3844,91,,,,,,,,
23,1,.,.,1,2,.,,3845,91,,,,,,,,
24,1,1,.,.,.,1,,3846,91,,,,,,,,
25,1,.,1,.,1,.,,3847,91,,,,,,,,
26,.,1,.,.,1,.,,3848,91,,,,,,,,
27,1,.,1,.,.,.,,3849,91,,,,,,,,
28,1,.,.,4,1,.,,3850,91,,,,,,,,
29,.,.,.,1,.,.,,3851,91,,,,,,,,
30,1,4,.,.,.,.,,3852,91,,,,,,,,
31,.,1,1,.,4,1,,3853,91,,,,,,,,
32,1,1,1,1,1,1,,3854,91,,,,,,,,
33,2,1,2,1,.,.,,3855,91,,,,,,,,
34,1,.,1,1,1,1,,3856,91,,,,,,,,
35,1,4,1,1,1,.,,3857,91,,,,,,,,
36,6,.,1,1,.,.,,3858,91,,,,,,,,
37,.,1,4,1,1,1,,3859,91,,,,,,,,
38,.,4,1,W,1,1,,3860,91,,,,,,,,
39,1,.,1,.,1,.,,3861,91,,,,,,,,
40,1,1,1,.,1,1,,3862,91,,,,,,,,
41,.,1,1,1,1,1,,3863,91,,,,,,,,
42,1,1,5Wd,2,1,1,1,3864,91,,,,,,,,
43,1,.,1Lb,1,.,.,,3865,91,,,,,,,,
44,1,2,4,1,1,6,,3866,91,,,,,,,,
45,.,1,1,1,.,2,,3867,91,,,,,,,,
46,.,1,.,6,2,1,,3868,91,,,,,,,,
47,W,1,.,1,1Lb,.,,3869,91,,,,,,,,
48,1,.,4,1,1,2,,3870,91,,,,,,,,
49,1,2,6,2,2,2,,3871,91,,,,,,,,
50,2,1,1,1,1,1,,3872,91,,,,,,,,
1,.,1,.,.,.,.,,3873,92,,,,,,,,
2,.,.,.,.,1Wd,.,.,3874,92,,,,,,,,
3,.,.,.,.,1,.,,3875,92,,,,,,,,
4,1,.,.,.,.,.,,3876,92,,,,,,,,
5,.,.,.,.,.,.,,3877,92,,,,,,,,
6,1Wd,1,1,1,.,.,4,3878,92,,,,,,,,
7,1Wd,.,W,.,2,.,.,3879,92,,,,,,,,
8,.,1Lb,1,.,.,.,,3880,92,,,,,,,,
9,1,.,1,2,W,.,,3881,92,,,,,,,,
10,.,.,1,.,.,.,,3882,92,,,,,,,,
11,.,.,.,1,W,.,,3883,92,,,,,,,,
12,.,4,.,.,.,1,,3884,92,,,,,,,,
13,.,.,.,.,1,.,,3885,92,,,,,,,,
14,1,.,1,.,.,.,,3886,92,,,,,,,,
15,1,.,2,W,.,.,,3887,92,,,,,,,,
16,1,.,.,.,.,.,,3888,92,,,,,,,,
17,W,1Wd,1Wd,.,.,1,.,3889,92,1,,,,,,,
18,.,2,4,.,.,.,,3890,92,,,,,,,,
19,.,.,1,1,1,.,,3891,92,,,,,,,,
20,.,.,.,.,.,.,,3892,92,,,,,,,,
21,2,2,.,W,1,.,,3893,92,,,,,,,,
22,4,2,.,1Nb,1Nb,.,.,3894,92,.,,,,,,,
23,.,1,.,4,.,2,,3895,92,,,,,,,,
24,1,.,.,4,.,.,,3896,92,,,,,,,,
25,.,.,.,.,1,4,,3897,92,,,,,,,,
26,.,.,.,.,.,.,,3898,92,,,,,,,,
27,.,1Wd,1,.,.,1,1,3899,92,,,,,,,,
28,.,1,1,1,.,.,,3900,92,,,,,,,,
